name,sector,founded,headquarters,founders,country,amount_raised_inr
The Organic World,Ecommerce,2013.0,Bengaluru,Gaurav Manchanda,India,
The Pant Project,Ecommerce,2020.0,Mumbai,"Dhruv Toshniwal, Udit Toshniwal",India,"Rs 352,750,000.0"
The Phi Factory,Enterprise Tech,2018.0,Hyderabad,"Meghana Reddy Jale, Praveen Gorakavi",India,"Rs 124,500,000.0"
The Postbox,Ecommerce,2014.0,Chennai,Nikhil Joseph,India,
The Postcard Hotel,Travel Tech,2018.0,Gurugram,"Kapil Chopra, Raman Bansal, Akanksha Lamba, Anirudh Kandpal",India,
The Quirky Naari,Ecommerce,2018.0,New Delhi,Malvica Saxena,India,
The Renal Project,Health Tech,2019.0,Mumbai,Shashank Moddhia,India,
The Restronaut,Enterprise Services,2022.0,Bhopal,,India,
The Sleep Company,Ecommerce,2019.0,Mumbai,"Harshil Salot, Priyank Goyal",India,"Rs 3,749,940,000.0"
The Souled Store,Ecommerce,2013.0,Mumbai,"Aditya Sharma, Harsh Lal, Rohin Samtaney, Vedang Patel",India,"Rs 2,442,690,000.0"
The State Plate,Ecommerce,2020.0,Bengaluru,"Muskaan Sancheti, Raghav Jhawar",India,
The Stiff Collar,Ecommerce,2011.0,Mumbai,"Abhishek Lulla, Kabir Hingorani",India,
The Switch Fix,Ecommerce,2020.0,Gurugram,"Rhea Shukla,Abhishek Kumar",India,
The Techie Media,Media & Entertainment,2021.0,Vapi,Rajiv Kumar Biswas,India,
The Theatre Project,Ecommerce,2020.0,Mumbai,Sumeet Surana,India,
The Tribe,Health Tech,2014.0,Bengaluru,Shwetambari Shetty,India,
The Unbottle,Ecommerce,2022.0,Bengaluru,Aishvarya Murali,India,
The Wedding Brigade,Consumer Services,2016.0,Mumbai,Sanna Vohra,India,"Rs 215,800,000.0"
The Wellness Co,Health Tech,2020.0,Gurugram,"Rishabh Jain, Rohan Jain",India,
The Whole Truth,Ecommerce,2019.0,Mumbai,Shashank Mehta,India,"Rs 1,411,000,000.0"
The Woman's Company,Ecommerce,2020.0,New Delhi,"Anika Parashar,Roopam Gupta",India,"Rs 116,200,000.0"
The Yarn Bazaar,Ecommerce,2019.0,Bengaluru,"Pratik Gadia,Akshat Doshi",India,"Rs 151,890,000.0"
The biohacker,Health Tech,2023.0,Gurugram,Lalit Dharmani,India,
The ePlane Company,Clean Tech,2019.0,Chennai,"Pranjal Mehta, Satyanarayanan Chakravarthy",India,"Rs 1,660,000,000.0"
TheBabyBo,Ecommerce,2020.0,Ahmedabad,Parth Sharma,India,
TheGamingProject,Media & Entertainment,2021.0,Noida,"Sarang Atri,Manan Mittal",India,
TheKarrier,Logistics,2014.0,Bengaluru,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR",India,
TheLightbulb.ai,Enterprise Tech,2021.0,Mumbai,"Ritu Srivastava, Vishal Soni, Yogesh Sachdeva",India,"Rs 124,500,000.0"
ThePrint,Media & Entertainment,2016.0,New Delhi,Shekhar Gupta,India,
TheRollNumber,Enterprise Tech,2020.0,Hyderabad,Raghavendra Sharma,India,
TheShoppingPro,Ecommerce,2013.0,Gurugram,"Ashish Gupta, Lavesh Bhandari",India,
TheTeacherApp,Edtech,2016.0,New Delhi,"Ishan Wahi, Vinod Karate",India,
Theater,Ecommerce,2021.0,Chandigarh,"Sarthak Aggarwal, Shruti Aggarwal, Vikram Jain",India,"Rs 124,500,000.0"
Thela Gaadi,Ecommerce,2018.0,Jaipur,"Kapil Garg, Vidhee Singhania",India,
Theranautilus,Deeptech,2020.0,Bengaluru,"Ambarish Ghosh, Debayan Dasgupta, Shanmukh Peddi",India,"Rs 99,600,000.0"
Theranosis Life Sciences,Enterprise Tech,2016.0,Hyderabad,"Shibichakravarthy Kannan, Vennila Dharman",India,
Thingsmeet,Health Tech,2015.0,Pune,Neeraj Joshi,India,
Thingsup,Advanced Hardware & Technology,2016.0,Pune,"Akshay Ghadage, Pranav Naiknavare",India,
ThinkLink,Enterprise Tech,2006.0,Gurugram,"Alex Terry, Vishu Ramanathan",India,"Rs 132,800,000.0"
ThinkMetal,Advanced Hardware & Technology,2021.0,Chennai,"Arushi Sharma,Arushi Sharma",India,"Rs 91,300,000.0"
Thinkerbell Labs,Edtech,2016.0,Bengaluru,"Aman Srivastava, Dilip Ramesh, Saif Shaikh, Sanskriti Dawle",India,
Thinkly App,Media & Entertainment,2021.0,Mumbai,"Deepak Choithramani, Navin G. Pai, Vivek Saxena",India,
Third Wave Coffee,Ecommerce,2016.0,Bengaluru,"Anirudh Sharma, Ayush Bathwal, Sushant Goel",India,"Rs 5,146,000,000.0"
ThirdWatch,Fintech,2016.0,Gurugram,"Adarsh Jain, Shashank Agarwal",India,
Threat Whisper,Enterprise Services,2024.0,Ahmedabad,,India,
Three Wheels United,Fintech,2016.0,Bengaluru,"Cedrick Tandong,Mudit Paliwal",India,"Rs 825,020,000.0"
Thrive,Enterprise Tech,2020.0,Mumbai,"Dhruv Dewan, Karan Chechani, Krishi Fagwani",India,"Rs 276,390,000.0"
Thriwe,Enterprise Tech,2011.0,New Delhi,"Dhruv Verma, Swati Sharma",India,
Throttle Aerospace Systems,,2016.0,Bengaluru,Nagendran Kandasamy,India,
TickTalkTo,Health Tech,2016.0,Ludhiana,Abhay Singhal,India,
Tickertape,Fintech,2021.0,Bengaluru,"Vasanth Kamath,Anugrah Shrivastava,Rohan Gupta",India,"Rs 413,340,000.0"
Ticket 9,Media & Entertainment,2021.0,Coimbatore,"Santhos Premraj, Yazhini Shanmugam",India,
TicketGoose.com,Travel Tech,2007.0,Chennai,"Arunkumar Athiappan, Karth Easwaramoorthy",India,"Rs 615,030,000.0"
TicketNew,Media & Entertainment,2007.0,Chennai,"Nammalvar Ramkumar,SasiRaman Venkatesan",India,"Rs 2,905,000,000.0"
Tidy Up,Ecommerce,2021.0,New Delhi,"Vani Talwar Khosla, Paridhi Sekhri",India,
Tijori,Fintech,2016.0,Bengaluru,"Siddharth Hegde, Tejas Goenka, Varun M",India,
Tika,Enterprise Services,2017.0,Bengaluru,Muzammil Hussain,India,
Tilt,Travel Tech,2016.0,Bengaluru,"Daksh Shah, Deepak VS, Rachit Parikh",India,
Tiluf,Media & Entertainment,2022.0,Bengaluru,"Eshwarya Cl, Yash Shukla",India,
Timbuckdo Innovations,Consumer Services,2022.0,Bengaluru,"Apoorv Sharma Prasad, Mythri Kumar",India,
Time of Sports,Health Tech,2013.0,New Delhi,"Mansi Banga, Yashraj Singh",India,
TimeSaverz,Consumer Services,2012.0,Mumbai,"Debadutta Upadhyaya, Lovnish Bhatia",India,"Rs 265,600,000.0"
Timemytask,Consumer Services,2014.0,Mumbai,"Mohit Verma,Saurav Suman",India,
Timios,Ecommerce,2016.0,Bengaluru,"Aswani Chaitanya, Hima Bindu, Snehal Shrikant Khasnis",India,"Rs 498,000,000.0"
TinMen,Foodtech,2015.0,Hyderabad,Mukesh Manda,India,
Tinkerly,Edtech,2015.0,Jaipur,Sharad Bansal,India,
TinyOwl,Foodtech,2014.0,Mumbai,"Gaurav Choudhary, Harshvardhan Mandad, Saurabh Goyal, Shikhar Paliwal, Tanuj Khandelwal",India,"Rs 2,199,500,000.0"
Tinystep,Media & Entertainment,2015.0,Bengaluru,"Akarsha Surendar, Suhail Abidi",India,"Rs 166,000,000.0"
Tiranga Logistics,Logistics,2017.0,New Delhi,Gaurav Kundu,India,
Tirex Transmission,Clean Tech,2014.0,Ahmedabad,"Arth Patel, Sanskar Patel",India,"Rs 166,000,000.0"
Titan,Enterprise Tech,2018.0,Mumbai,Bhavin Turakhia,India,"Rs 2,490,000,000.0"
Tiyo,Health Tech,2015.0,Kolkata,Rana Dutta,India,
Tjori,Ecommerce,2012.0,New Delhi,Mansi Gupta,India,"Rs 236,550,000.0"
ToBeHealthy,Ecommerce,2017.0,Noida,"Anuj Ghanghoria, Mayank Gupta",India,
ToRoots,Travel Tech,2015.0,Jaipur,"Amit Jadon, Naveen Meena",India,
Toddle,Enterprise Tech,2019.0,Bengaluru,"Deepanshu Arora, Gautam Arora, Misbah Jafary, Nikhil Poonawalla, Parita Parekh",India,"Rs 1,411,000,000.0"
Toffee Coffee Roasters,Ecommerce,2019.0,Mumbai,"Nandini Shrivastava, Rishab Nigam",India,
Toffee Insurance,Fintech,2017.0,Gurugram,"Nishant Jain, Rohan Kumar",India,"Rs 581,000,000.0"
Toffee Ride - Learning App for Classes I - IV,Edtech,2016.0,Kochi,"Prasanth Pillai, Sanoj Salam, Toby Paulson",India,
Tofler,Enterprise Tech,2013.0,Gurugram,"Anchal Agarwal, Parijat Garg",India,
Togedr,Travel Tech,2016.0,Gurugram,Ashish Yadav,India,
Toko Innovations Studios,Media & Entertainment,2014.0,New Delhi,"Ajitsen Surendran,Arnav Mukherjee",India,
Tokri,Consumer Services,2014.0,Pune,"Ishant Goyal, Neeraj Kansa",India,"Rs 207,500,000.0"
Tonbo Imaging,Enterprise Tech,2012.0,Bengaluru,"Ankit Kumar, Arvind Lakshmikumar, Cecilia D’Souza, Sudeep George",India,"Rs 2,116,500,000.0"
ToneTag,Fintech,2013.0,Bengaluru,"Kumar Abhishek, vivek singh, Vivek Singh",India,"Rs 857,390,000.0"
TongueStun,Consumer Services,2013.0,Bengaluru,Manjunath Ramakrishnan,India,
Tooler,Consumer Services,2015.0,New Delhi,"Bhaskar Singh, Himanshu Arora, Sukanth srivastav, Vishal Gupta",India,
Toolsvilla,Ecommerce,2016.0,Durgapur,"Chetan Khaitan, Varsha Khaitan",India,
Toolyt,Enterprise Tech,2017.0,Bengaluru,Nizamudheen Valliayattu,India,
Toothsi,Health Tech,2018.0,Mumbai,"Anirudha Kale, Arpi Mehta, Manjul Jain, Pravin Shetty",India,"Rs 7,220,170,000.0"
TopRankers,Edtech,2016.0,Bhopal,"Gaurav Goel, Mehbub Hussain",India,"Rs 387,610,000.0"
Toppeq,Fintech,2019.0,Mumbai,Nandini Sankar,India,
ToppersNotes,Ecommerce,2015.0,Jaipur,"Arpit Bansal, Ayush Agrawal, Devendra Dhaka",India,"Rs 83,000,000.0"
Toppr,Media & Entertainment,2013.0,Mumbai,"Hemanth Goteti, Zishaan Hayath",India,"Rs 9,524,250,000.0"
Toqn,Ecommerce,2019.0,Bengaluru,"Divya Jain,Dhanush Samdaria M,Vishwas Jain,Nishtashri Srinivasan",India,
Torchit,Fintech,2016.0,Ahmedabad,Hunny Bhagchandani,India,
Tork Motorcycles,Clean Tech,2010.0,Pune,Kapil Shelke,India,"Rs 889,760,000.0"
Torqus Systems,Enterprise Tech,2012.0,Pune,"Piyush Chavan, Sneh Thakkar, Suneet Kulkarni, Tanmay Ratnaparkhe",India,
Tortoise,Enterprise Tech,2020.0,Gurugram,"Surya Harsha Nunnaguppala, Vardhan Koshal",India,"Rs 190,900,000.0"
Torus Robotics,Clean Tech,2019.0,Chennai,"Vignesh Manimaran, Abbhi Vignesh Kandasamy, Karthikeyan B, Vibhakar Senthil",India,
Tosko Technologies,Enterprise Services,2023.0,Mysuru,Manoj Kumar Parameshwarappa,India,
Totality Corp,Media & Entertainment,2017.0,Gurugram,"Anshul Rustaggi, Paritosh Gupta",India,"Rs 149,400,000.0"
Touchetech Labs Pvt Ltd,Consumer Services,2015.0,Bengaluru,Paul D'Souza,India,
Touchfone Technologies,Media & Entertainment,2009.0,Bengaluru,"Brahmayya Akella, Mahesh Subramanian",India,
Touchtalent,Media & Entertainment,2012.0,New Delhi,"Ankit Prasad, Mohd Wassem",India,
Touristlink,Travel Tech,2011.0,Nagpur,"David Urmann, Deepak Gupta, Jayesh Bagde",India,
Tournafest,Media & Entertainment,2021.0,Jaipur,"Ayush Agarwal, Kaustubh Trivedi",India,
TournamentOS,Media & Entertainment,2016.0,Chennai,Aditya Elango,India,
Town Essentials,Ecommerce,2002.0,Bengaluru,Amar Krishnamurthy,India,"Rs 83,000,000.0"
Townrush,Logistics,2015.0,Bengaluru,"Saurya Prakash, Tushar Bisht",India,
Townscript,Travel Tech,2012.0,Pune,"Sachin Sharma, Sanchit Malik",India,
ToyFlix,Ecommerce,2022.0,Bengaluru,Vikram Madhusudhan,India,
Tpot,Ecommerce,2013.0,New Delhi,"Atit Verma, Robin Jha",India,
TraceX,Agritech,2019.0,Bengaluru,"Anil Nadig,Srivatsa T Sreenivasarao,Anil Nadig,Srivatsa T Sreenivasarao",India,"Rs 83,000,000.0"
Track N Tell,Ecommerce,2009.0,Gurugram,Pranshu Gupta,India,"Rs 415,000,000.0"
TrackWizz,Enterprise Tech,2007.0,Mumbai,"Sameer Tanna, Chandrakant Tanna, Sagar Tanna",India,
Trackon,Logistics,2004.0,New Delhi,Prabhat Kumar Anand,India,
Tractor Factory,Ecommerce,2022.0,Jabalpur,Shailesh Tiwari,India,
Tractor Junction,Ecommerce,2018.0,Alwar,Rajat Gupta,India,"Rs 473,100,000.0"
Tracxn,Enterprise Tech,2013.0,Bengaluru,"Abhishek Goyal,Neha Singh, Prashant Chandra",India,"Rs 1,120,500,000.0"
TradeJini,Fintech,2012.0,Bengaluru,"Kishore Kumar, Bharathi Kishore",India,
TradeX,Fintech,2021.0,New Delhi,"Ankit Shrivastava, Divij Goyal, Indrajeet Roy",India,"Rs 166,000,000.0"
Tradelab,Fintech,2012.0,Bengaluru,"Biplab Sinha, Dilip Kumar Singh",India,
TradingBells,Fintech,2016.0,Indore,"Amit Gupta, Parth Nyati",India,
TradingLeagues,Media & Entertainment,2022.0,Bengaluru,"Harsh Agarwal, Raghu Kumar",India,"Rs 290,500,000.0"
Tradomate.one,Fintech,2023.0,Bengaluru,"Ritvik Dashora, Satyam Upadhyay, Yashu Gupta",India,
Trainman,Travel Tech,2014.0,Gurugram,"Karan Kumar, Mohammad Amir, Vineet Chirania",India,"Rs 83,000,000.0"
TranZact,Enterprise Tech,2017.0,Mumbai,"Ritesh Kumar, Rohan Sen Sharma - Technology, Sharad Sen Sharma",India,"Rs 581,000,000.0"
Trans Neuron Technologies,Enterprise Tech,2015.0,Bengaluru,Shivaam Sharma,India,
TransAPI,Enterprise Tech,2022.0,Ranchi,Vivek Bisht,India,
TransBnk,Fintech,2022.0,New Delhi,"Vaibhav Tambe,Lavin Kotian,Pulak Jain,Sachin Gupta,Vaibhav Tambe,Lavin Kotian,Pulak Jain,Sachin Gupta",India,"Rs 415,000,000.0"
TransTutors,Edtech,2007.0,Noida,"Aditya Singhal, Nishant Sinha",India,
Transaction Analysts,Fintech,2011.0,Bengaluru,"Raman Babu, Srinivasa Katuri",India,
Transcell Biologics,Health Tech,2009.0,Hyderabad,Subadra Dravida,India,
Transerv,Fintech,2010.0,Mumbai,"Aditya Gupta, Anish Williams, Sandeep Ghule",India,"Rs 1,932,240,000.0"
Transport on Demand,Logistics,2015.0,Ahmedabad,"Dhruv Taneja, Yash Vasant",India,
Transporter.city,Logistics,2016.0,Gurugram,"Shailendra Singh, Sonesh Jain, Soumya Arora",India,
TraqCheck,Enterprise Tech,2020.0,New Delhi,"Armaan Mehta, Jaibir Nihal Singh, Rishabh Jain",India,
Traqo.io,Logistics,2018.0,Noida,Mukesh Deogune,India,
Trase,Ecommerce,2016.0,New Delhi,"Dhruv Gupta, Jitin Goel",India,
Trashcon,Clean Tech,2017.0,Bengaluru,"Nivedha R.M, Saurabh Jain",India,
Tratoli,Travel Tech,2014.0,Mumbai,Aditya Khandelwal,India,
TravClan,Travel Tech,2018.0,New Delhi,"Arun Bagaria, Ashish Thapliyal, Chirag Agrawal",India,"Rs 572,700,000.0"
Travel Buddy,Travel Tech,2020.0,Gurugram,"Paromita Bir Chakraborty, Saurav Chakraborty, Vijay Saini",India,
TravelGuru,Travel Tech,2005.0,Mumbai,"Ashwin Damera, Ganesh Rengaswamy",India,"Rs 1,245,000,000.0"
TravelKhana,Foodtech,2012.0,New Delhi,Pushpinder Singh,India,
TravelShelf,Media & Entertainment,2016.0,Bengaluru,Aditya Arya,India,
TravelTriangle,Travel Tech,2011.0,Gurugram,"Prabhat Gupta, Sanchit Garg, Sankalp Agarwal",India,"Rs 3,959,100,000.0"
Travelspice,Travel Tech,2017.0,Bengaluru,"Prashant Mitta,Ramu Kallepalli",India,
Travelyaari,Travel Tech,2007.0,Bengaluru,"Aurvind Lama, Parthasarathi Sinha",India,"Rs 830,000,000.0"
Traviate,Enterprise Tech,2015.0,Noida,Pranita Baveja,India,
Travographer,Media & Entertainment,2017.0,Gurugram,"Deepak Bansal, Kapil Arora",India,
Traya Health,Health Tech,2019.0,Mumbai,"Altaf Saiyed, Saloni Anand",India,"Rs 979,400,000.0"
Trazoo Private Limited,Enterprise Tech,2018.0,Gurugram,"Alisha Chhabra, Deepak Verma, Divyendra Kumar",India,
TreZix,Enterprise Tech,2022.0,Mumbai,"Haresh Calcuttawala, Shailesh Sapale, Sunil Kharbanda",India,"Rs 99,600,000.0"
Tread,Health Tech,2020.0,Bengaluru,Dinesh Godara,India,"Rs 91,300,000.0"
Treebo Hotels,Travel Tech,2015.0,Bengaluru,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta",India,"Rs 7,058,320,000.0"
Trell,Ecommerce,2016.0,Bengaluru,"Arun Lodhi, Bimal Kartheek Rebba, Prashant Sachan, Pulkit Agrawal",India,"Rs 5,282,120,000.0"
Trendieapp,Media & Entertainment,2016.0,Kolkata,"Mimi Paul, Sourav Karmakar",India,
Trendlyne,Fintech,2017.0,Bengaluru,"Amber Pabreja, Devi Yesodharan, Ketan Go",India,"Rs 149,400,000.0"
Trential,Enterprise Tech,2022.0,Gurugram,"Tanmay Yadav, Mukul Verma",India,"Rs 166,000,000.0"
TresMoto,Clean Tech,2015.0,Bengaluru,"Indrajeet Singh Rajpoot, Shubham Jain",India,
Trezi,Advanced Hardware & Technology,2014.0,Noida,"Gautam Tewari, Tithi Tewari",India,"Rs 327,850,000.0"
Trialkart,Enterprise Tech,2015.0,Bengaluru,"Harsha M, Jayalakshmi Manohar, Vipul Divyanshu",India,
Tribeca Care,Health Tech,2013.0,Kolkata,Tamojit Dutta,India,
Tricog Health,Enterprise Tech,2014.0,Bengaluru,"Abhinav Gujjar, Charit Bhograj, Udayan Dasgupta, Zainul Charbiwala",India,"Rs 1,909,000,000.0"
Trideal,Consumer Services,2012.0,Chandigarh,sameer Sharma,India,
Trident Analytical Solutions,Enterprise Services,2010.0,Kanpur,"Amaresh Misra, Amitesh Mishra, Kalpnesh Gupta, Nikhil Tiwari",India,
Tridex Bazaar,Logistics,2019.0,New Delhi,"Arsh Gauttam, Kartikey Prasad Bhatt, Vipul Singh",India,
Triesta Sciences,Health Tech,2007.0,Bengaluru,Gangadhara Ganapati,India,
TrillianLoans,Fintech,2018.0,Mumbai,"Achal Mittal,Gautam Adukia",India,"Rs 747,000,000.0"
Trilyo,AI,2015.0,Bengaluru,"Abhishek Moharana, Gaurav Gambhir",India,
Tring,Media & Entertainment,2019.0,Mumbai,"Rahul Saini,Akash Saini, Pranav Chabhadia",India,"Rs 415,000,000.0"
Trinkerr,Fintech,2021.0,Bengaluru,"Manvendra Singh,Gaurav Agrawal",India,"Rs 547,800,000.0"
TrioTree Technologies,Enterprise Tech,2012.0,Noida,Surjeet Thakur,India,
Triotech,Fintech,2009.0,Gurugram,"Munish Dhingra, Rajesh Kaul",India,"Rs 6,889,000,000.0"
Trip Cabinet,Travel Tech,2023.0,Bengaluru,Vijay Arora,India,"Rs 539,500,000.0"
Trip Tap Toe,Travel Tech,2008.0,Gurugram,Manuraj Singh Johar,India,
Trip38,Travel Tech,2013.0,Bengaluru,"Markish Arun, Seshadri Krishnan",India,"Rs 83,000,000.0"
TripFactory,Travel Tech,2013.0,Bengaluru,"Amit Aggarwal, Vinay Gupta",India,
TripHobo,Travel Tech,2012.0,Pune,"Karthik Ramachandra, Saket Newaskar",India,"Rs 539,500,000.0"
TripMoney,Fintech,2014.0,Bengaluru,"Deep Kalra, Keyur Joshi, Rajesh Magow",India,
TripShelf,Travel Tech,2015.0,New Delhi,"Dhruv Raj Gupta, Jai Raj Gupta",India,
Tripeur,Fintech,2015.0,Bengaluru,"Sajit Chacko, Thiagarajan Rajagopalan",India,"Rs 132,800,000.0"
Triple Tap,Media & Entertainment,2024.0,Mumbai,"Karan Khairajani, Surojit Roy",India,
Tripoto,Travel Tech,2013.0,New Delhi,"Anirudh Gupta, Michael Pargal Lyngdoh",India,"Rs 622,500,000.0"
Tristha Global,Enterprise Tech,2016.0,Mumbai,"Sheetal Shah, Taral Shah",India,
Trisu,Ecommerce,2023.0,Gurugram,Saloni Chopra,India,
Tritiyaa Fine Jewellery,Ecommerce,2023.0,Hyderabad,Kanthi Dutta,India,
Trom Industries,Clean Tech,2011.0,Gandhinagar,"Jignesh Patel, Pankaj Pawar",India,
Troo Good,Ecommerce,2018.0,Hyderabad,Raju Bhupati,India,"Rs 2,190,370,000.0"
Troovy,Ecommerce,2021.0,Gurugram,"Aditya Mukherjee, Mansi Baranwal",India,"Rs 240,700,000.0"
TropoGo,Advanced Hardware & Technology,2018.0,Bengaluru,"Sandipan Sen, Subrata Ghosh",India,
Trouve,Clean Tech,2021.0,New Delhi,Arun Sunny,India,
TruBoard Partners,Fintech,2020.0,Mumbai,"Nandkumar Surti,Srickant Rajagopal,Vipul Thakore,Nandkumar Surti,Srickant Rajagopal,Vipul Thakore",India,"Rs 224,100,000.0"
TruNativ,Ecommerce,2019.0,Mumbai,"Pranav Malhotra,Mamta Malhotra",India,"Rs 91,300,000.0"
TruckMandi,Logistics,2015.0,New Delhi,"Ankit Singh, Anurag Jain, Nishant Singh",India,"Rs 166,000,000.0"
TruckSuvidha,Logistics,2014.0,Yamuna Nagar,"Amit Punaini, Ishu Bansal",India,
Truckhall,Logistics,2015.0,Kolkata,"Ankit Dudhwewala, Anup Agarwal, Manisha Sharaf, Varun Biyani",India,"Rs 190,070,000.0"
Trucking Cube,Logistics,2016.0,New Delhi,Saransh Agarwal,India,"Rs 1,236,700,000.0"
Truckola,Logistics,2015.0,Mumbai,"Keshav Himatsingka, Raghav Himatsingka, Vipul Garg",India,
True Balance,Fintech,2014.0,Gurugram,"Cheolwon Lee, Jay Yi, Martin Lee",India,"Rs 14,030,320,000.0"
True Diamond,Consumer Services,2024.0,Mumbai,"Darayus Mehta, Parin Shah",India,"Rs 83,000,000.0"
True Elements,Ecommerce,2017.0,Pune,"Puru Gupta, Sreejith Moolayil",India,"Rs 181,770,000.0"
TrueFan,Media & Entertainment,2020.0,Gurugram,"Devender Bindal, Nevaid Aggarwal, Nimish Goel",India,"Rs 937,900,000.0"
TrueGradient,Enterprise Tech,2023.0,Bengaluru,"Ankur Verma, Namrata Gupta, Siddharth Shahi",India,
Truebil,Ecommerce,2015.0,Mumbai,"Rakesh Raman, Ravi Chirania, Ritesh Pandey, Shanu Vivek, Shubh Bansal, Shubh Bansal, Suraj Kalwani",India,"Rs 2,160,490,000.0"
Truebrowns,Ecommerce,2016.0,Gurugram,Udita Bansal,India,
Truefarm Foods,Ecommerce,2016.0,Mumbai,Ravi Jakhar,India,
Truein,Enterprise Tech,2018.0,Pune,"Ankit Tanna, Jigar Pujara",India,
Truelancer,Enterprise Tech,2014.0,New Delhi,Dipesh Garg,India,
Truemeds,Health Tech,2019.0,Mumbai,"Akshat Nayyar, Kunal Wani",India,"Rs 2,240,170,000.0"
Trukky,Logistics,2015.0,Gurugram,"Saswat Sahu, Subhasish Das",India,
Truliv,Real Estate Tech,2019.0,Chennai,"Ranjeeth Rathod,Rohit Reddy",India,"Rs 124,500,000.0"
TrulyMadly,Media & Entertainment,2013.0,New Delhi,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia, Snehil Khanor",India,"Rs 740,360,000.0"
Trupay,Fintech,2015.0,Gurugram,"Narender Kumar, Rahul Gochhwal, Vivek Lohcheb",India,"Rs 91,300,000.0"
Truphe,Enterprise Tech,2015.0,Noida,Honey Gupta,India,
Trust Fintech,Enterprise Tech,1999.0,Nagpur,Hemant Chafale,India,
TrustCheckr,Enterprise Tech,2017.0,Bengaluru,"Adhip Ramesh, Praveen Raj, Shivraj Harsha Mysore",India,"Rs 91,300,000.0"
Truva,Real Estate Tech,2023.0,Mumbai,"Ankit Gupta, Puneet Arora",India,"Rs 249,000,000.0"
Truxapp,Logistics,2015.0,New Delhi,"Dhruv Khandelwal, Manmohan Agarwal, Naseer Ahmed, Sharad Pratap Singh, Shyam Hiraou",India,"Rs 257,300,000.0"
Try & Buy Fashion,Enterprise Tech,2018.0,New Delhi,Nitin Vats,India,"Rs 83,000,000.0"
Tsepak Technologies,Enterprise Tech,2015.0,Bengaluru,Mohit Maheshwari,India,
Tuco Intelligent,Ecommerce,2022.0,Bengaluru,Aishvarya Murali,India,"Rs 166,000,000.0"
Tulua,Ecommerce,2020.0,Mumbai,Richy Dave,India,
Tummoc,Travel Tech,2016.0,Bengaluru,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra",India,"Rs 127,820,000.0"
TunePatrol,Media & Entertainment,2016.0,Bengaluru,Brijesh Bharadwaj,India,
TurboHire,Enterprise Tech,2019.0,Hyderabad,"Abhishek Kabra, Aman Gour, Deepak Agrawal, Gaurav Kumar, Rakesh Nayak",India,"Rs 249,000,000.0"
Turms Intelligent Apparels,Ecommerce,2016.0,Bengaluru,Surender S Rajpurohit,India,"Rs 95,450,000.0"
Turnaround Innovision,Enterprise Tech,2012.0,Bengaluru,Sreepriya Koppula,India,
Turnip,Media & Entertainment,2020.0,Bengaluru,"Aditya Sharma, Devendra Sharma, Pooja Dubey",India,"Rs 1,172,790,000.0"
Turno,Ecommerce,2021.0,Bengaluru,"Hemanth Aluru, Sudhindra Reddy",India,"Rs 1,862,520,000.0"
Turtlemint,Fintech,2015.0,Thane,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",India,"Rs 16,351,000,000.0"
Tusker,AI,2021.0,Ahmedabad,Harshal Trivedi,India,
Tutelar,Enterprise Tech,2022.0,Chennai,Pradeep Kumar,India,
TutorVista,Edtech,2005.0,Bengaluru,"Ganesh Krishnan, Meena Ganesh, Ravi Kannan, Srikanth Iyer",India,"Rs 2,386,250,000.0"
Tvasta,Advanced Hardware & Technology,2016.0,Chennai,"Adithya VS, Parivarthan Reddy, Santhosh Kumar, Vidyashankar C",India,
Tvaster Genkalp,Health Tech,2021.0,Chennai,"Dr. Srikar Raman,K. Sreedurgalakshmi",India,"Rs 103,750,000.0"
Twenty Two Motors,Clean Tech,2016.0,Gurugram,"Parveen Kharb, Vijay Chandrawat",India,"Rs 5,527,799,999.0"
Twigly,Foodtech,2015.0,Gurugram,"Naresh Kumar Kachhi, Rohan Dayal, Sonal Minhas",India,
Two Brothers Organic Farms,Ecommerce,2016.0,Pune,"Ajinkya Hange,Satyajit Hange,Ajinkya Hange,Satyajit Hange",India,"Rs 726,250,000.0"
Two Point O Capital,Fintech,2024.0,Mumbai,"Archit Mehrotra, Karan Bhutani, Manya Ranjan, Shashi",India,"Rs 522,900,000.0"
Twyn,Enterprise Tech,2019.0,Noida,Avi Dahiya,India,"Rs 235,720,000.0"
Twyst,Enterprise Tech,2013.0,Gurugram,"Arun Rajappa, Rahul Chakraborti",India,
Tyke,Fintech,2021.0,Mumbai,"Karan Mehra, Purav Bubna",India,"Rs 124,500,000.0"
Typeset,Edtech,2016.0,Bengaluru,"Saikiran Chandha, Shanu Kumar",India,
Tyre Express,Advanced Hardware & Technology,2012.0,Mumbai,"Brijesh Shukla, Dinesh Wakale",India,
TyreMarket,Ecommerce,2015.0,Bengaluru,Sanjeev Agrawal,India,
Tyreplex,Ecommerce,2020.0,New Delhi,"Jiveshwar Sharma, Nikhil Kalra, Puneet Bhaskar, Rupendra Pratap Singh",India,"Rs 125,330,000.0"
