name,sector,founded,headquarters,founders,country,amount_raised_inr
Akudo,Fintech,2020.0,Bengaluru,"Jagveer Gandhi, Lavika Aggarwal, Sajal Khanna",India,"Rs 348,600,000.0"
Alaya,Ecommerce,2015.0,Ambala,"Sabena Puri, Rina Dhaka, Sanchit Baweja",India,
Alchemyst AI,Enterprise Tech,2023.0,Bengaluru,"Uttaran Nayak, Anuran Roy",India,
AlgoLeap,Enterprise Services,2021.0,Hyderabad,Sai P. Chanderraju,India,
AlgoTest,Fintech,2021.0,New Delhi,Rajat Jaiswal,India,
Algobulls,Fintech,2019.0,Mumbai,"Pushpak Dagade, Suraj Bathija",India,"Rs 206,670,000.0"
Algomage,AI,2021.0,Mumbai,Anand Rathi,India,
Algorhythm Tech,Enterprise Tech,2003.0,Pune,"Abhaya Borwankar, Ajit Singh, Sandeep Pendurkar",India,
Algorithmic Biologics,Health Tech,2021.0,Bengaluru,Manoj Gopalkrishnan,India,"Rs 206,670,000.0"
Alienkind,Foodtech,2024.0,Bengaluru,"Vikram Kakkireni,Abhishek Kumar",India,"Rs 99,600,000.0"
AlignBooks,Fintech,2017.0,Noida,"Anand Jajodia, Samir Garg",India,
Alippo,Edtech,2019.0,Bengaluru,"Ayushi Sinha, Nikhil Bansal",India,
Aliste Technologies,Real Estate Tech,2018.0,Noida,"Aakarsh Nayyar, Anant Ohri, Bhavya Kansal, Konark Gautam, Udit Pandoh",India,"Rs 83,000,000.0"
All Events in City,Media & Entertainment,2011.0,Ahmedabad,"Amit Panchal, Ruchit Patel",India,
All India ITR,Fintech,2016.0,Gurugram,Vikas Dahiya,India,
All Is Well,Health Tech,2022.0,Bengaluru,"Vaibhav Tandon, Manish Gupta, Aparna Popat",India,
All That Dips,Ecommerce,2017.0,Vadodara,"Dr Deep Lodhari, Dhaval Patel",India,
All Things Baby,Ecommerce,2018.0,Mumbai,"Akshay Jalan, Tejal Bajla",India,"Rs 295,480,000.0"
AllGoVision,Enterprise Tech,2010.0,Bengaluru,"Ashwin Amarapuram, K. Srinivasan",India,
AllIzHealth,Enterprise Tech,2013.0,Pune,"Chinmoy Mishra, Gaurav Vij, Rasmi Mishra",India,
AllTrak,Enterprise Tech,2021.0,Gurugram,"Amit Gupta,Tarun Sharma",India,
AllcheckDeals.com,Real Estate Tech,2007.0,Noida,Sanjeev Bikhchandani,India,"Rs 223,270,000.0"
Allegient,Enterprise Services,2010.0,New Delhi,Mahendra Pal,India,
Allfresh Supply Management,Ecommerce,2013.0,New Delhi,Naresh Kumar Jawa,India,"Rs 274,730,000.0"
Alliances Galore,Enterprise Tech,2007.0,New Delhi,"Vikul Chander, Mahipal Singh",India,
Allo Health,Health Tech,2022.0,Bengaluru,Pranay Jivrajka,India,
Allygrow Technologies,Enterprise Tech,2015.0,Pune,Prashant Kamat,India,"Rs 1,660,000,000.0"
Alma Connect,Media & Entertainment,2012.0,New Delhi,Swapnil Khandelwal,India,
Alma Mater,Ecommerce,2009.0,Bengaluru,"Rohn Malhotra, Varun Agarwal",India,
AlmaBetter,Edtech,2020.0,Bengaluru,"Shivam Dutta,Alok Anand,Arshyan Ahsan,Vikash Srivastava",India,"Rs 216,630,000.0"
AlmaMapper,Media & Entertainment,2014.0,Pune,"Chandra Sharma, Pankaj Kaul",India,
Almo,Ecommerce,2019.0,Gurugram,Muskaan Jain,India,"Rs 161,020,000.0"
Almonds Ai,Enterprise Tech,2017.0,Gurugram,"Abhinav Jain, Apurv Modi",India,"Rs 157,700,000.0"
Aloe E-Cell,Clean Tech,2019.0,Lucknow,"Naveen Suman, Nimisha Varma",India,
Alpha MD,Health Tech,2015.0,Mumbai,"Jiggs Barasara, Vijayalakshmi Balakrishnan",India,
Alpino,Ecommerce,2016.0,Surat,"Chetan Kanani, Hiren Sheta, Mahatva Sheta, Milan Gopani, Priyank Vora, Umesh Gajera",India,"Rs 99,600,000.0"
Alt Mobility,Clean Tech,2020.0,New Delhi,"Dev Arora,Anuj Gupta,Harsh Dev Goyal,Jayant Gupta",India,"Rs 1,328,830,000.0"
AltUni,Edtech,2013.0,Mumbai,Ankit Ramesh Doshi,India,"Rs 83,000,000.0"
AltWorld,Media & Entertainment,2021.0,Bengaluru,"Saurabh Maheshwari, Subham Kumar Boundia",India,
Altaire Insights,Enterprise Services,2019.0,Trivandrum,"Anuchandran Nair, Prajisha M Veedu",India,
Alternacare,Health Tech,2016.0,New Delhi,Abhishek Dwivedi,India,
Altersage Innovations,Agritech,2024.0,Kozhikode,,India,
Althion,Clean Tech,2017.0,Hyderabad,Surya Rao,India,
Altigreen,Clean Tech,2013.0,Bengaluru,"Amitabh Saran, Lasse Moklegaard, Shalendra Gupta",India,"Rs 3,461,930,000.0"
Altitude Club,Fintech,2022.0,Gurugram,Krishna Maggo,India,
AltiusHub,Enterprise Tech,2023.0,Hyderabad,"Abiram Vijayakumar, Siddharth Reddy",India,"Rs 186,750,000.0"
Altiux,Enterprise Tech,2013.0,Bengaluru,"Shyam Vedantam, Sunil Motaparti",India,
Altre,Real Estate Tech,2022.0,Gurugram,"Shweta Sawhney, Sonakshi Wadhawan",India,"Rs 83,000,000.0"
Altum Credo,Fintech,2016.0,Pune,"Ashish Tiwari, Ganesh Rao, Vikrant Bhagwat",India,"Rs 5,114,460,000.0"
Altus,Enterprise Services,2012.0,Ahmedabad,,India,
Alwrite,Fintech,2022.0,Mumbai,Aditya Dadia,India,"Rs 99,600,000.0"
Alyve Health,Fintech,2020.0,Mumbai,"Shashank Avadhani, Sushant Roy, Vineet Mehta",India,"Rs 522,070,000.0"
Alzone software,Advanced Hardware & Technology,2016.0,Thiruvananthapuram,"Anu Achary, Lijith. A K",India,
Amaara Herbs,Ecommerce,2019.0,New Delhi,Rupan Oberoi,India,
Amagi,Media & Entertainment,2008.0,Bengaluru,"Baskar Subramanian, Srinivasan KA, Srividhya Srinivasan",India,"Rs 28,651,600,000.0"
Amaha,Health Tech,2016.0,Mumbai,"Amit Malik, Neha Kirpal",India,"Rs 968,610,000.0"
Amala Life,Ecommerce,2022.0,New Delhi,,India,
Amama Jewellery,Ecommerce,2017.0,New Delhi,Nikita Gupta,India,
Ambak,Fintech,2023.0,Gurugram,"Raghuveer Malik, Rameshwar Gupta, Rashi Garg",India,"Rs 249,000,000.0"
Ambee,Enterprise Tech,2017.0,Bengaluru,"Akshay Joshi, Madhusudhan Anand",India,
AmberStudent,Real Estate Tech,2016.0,Pune,"Abhimanyu Dhamija, Madhur Gujar, Saurabh Goel",India,"Rs 1,743,000,000.0"
Ambit Finvest,Fintech,2006.0,Mumbai,Sanjay Agarwal,India,"Rs 4,133,400,000.0"
Ambitio,Edtech,2021.0,New Delhi,"Dirghayu Kaushik,Vikrant Shivalik",India,
Amelioratebiotech,Health Tech,2015.0,Bengaluru,"Binita S. Tunga, Rashbehari Tunga",India,
Ameyo,Enterprise Tech,2003.0,Gurugram,"Bishal Lachhiramka, Nayan Jain, Sachin Bhatia",India,"Rs 415,000,000.0"
Amicco,Ecommerce,2024.0,Gurugram,Vivek Aalok,India,"Rs 83,000,000.0"
Amigobulls,Fintech,2013.0,Bengaluru,"Chandu Sohoni, Mandeep Makkar, Poorna Nayak",India,
Amikus AI,Enterprise Tech,2021.0,Bengaluru,"Avi Agarwal,Saahil Dama",India,
Amlaan River,Clean Tech,2022.0,Nagpur,Shrijan Praveen Tayde,India,
Amlgo Labs,Enterprise Services,2017.0,Gurugram,Ajay Yadav,India,
Ammi's Biryani,Foodtech,2008.0,Bengaluru,Mr. Navaj Sharief,India,
Amocare,Ecommerce,2023.0,New Delhi,Prabhat Maheshwari,India,
Amounee,Ecommerce,2017.0,Ahmedabad,"Ankita Lohiya, Megha Das, Praveen Piridi",India,
AmpIn Energy Transition,Clean Tech,2016.0,New Delhi,Pinaki Bhattacharyya,India,"Rs 36,378,900,000.0"
Ampere,Clean Tech,2008.0,Bengaluru,Hemalatha Annamalai,India,"Rs 182,600,000.0"
Ampere Vehicles,Clean Tech,2008.0,Coimbatore,Hemalatha Annamalai,India,"Rs 376,820,000.0"
Amvicube,Agritech,2016.0,Raichur,"Amarnath Somalapuram, Vikram Sreerama",India,
Amwoodo Eco Products Pvt Ltd,Clean Tech,2019.0,Kolkata,Agni Mitra,India,"Rs 83,000,000.0"
AnKa SumMor Foods,Enterprise Tech,2017.0,Bengaluru,"Ashok George, Rajiv Joshi",India,"Rs 157,700,000.0"
Anakage Technology,Enterprise Tech,2013.0,Bengaluru,"Prosenjit Ghosh,Rajeev Kumar",India,
Analytics Jobs,Enterprise Tech,2022.0,Mumbai,Kaushik Aeri,India,
Analytics Vidhya,Edtech,2014.0,Gurugram,Kunal Jain,India,
Analyttica Datalab Inc.,Enterprise Services,2012.0,Bengaluru,Rajeev Baphna,India,"Rs 423,300,000.0"
Anamind,Enterprise Services,2015.0,Bengaluru,Rishi Trivedi,India,
Anandakanda,Enterprise Tech,2014.0,Pune,Vaibhav Kulkarni,India,
Ananta Capital,,2009.0,Mumbai,,India,
Anantadi,Enterprise Tech,2022.0,Pune,Tushar Patil,India,
Anar,Ecommerce,2019.0,Mumbai,"Abhishek Sharma, Nishank Jain, Sanjay Bhat",India,"Rs 514,600,000.0"
Anarock,Real Estate Tech,2017.0,Mumbai,"Anuj Puri, Rohin Shah",India,"Rs 1,999,470,000.0"
Anaxee Digital Runners,Enterprise Tech,2016.0,Indore,"Arti Agrawal, Govind Agrawal, Nilesh Maheshwari",India,
Anchanto,Enterprise Tech,2011.0,Pune,"Abhimanyu Kashikar, Julien Juttet, Shafique Muhammad, Vaibhav Dabhade",India,"Rs 1,669,130,000.0"
Animall,Agritech,2019.0,Bengaluru,"Anurag Bisoyi, Kirti Jangra, Libin V Babu, Neetu Yadav, Phool Yadav, Rakesh Yadav, Sandeep Mahapatra",India,"Rs 2,853,540,000.0"
Animick,Media & Entertainment,2022.0,New Delhi,"Aryan Alone, Sahil Kushwah",India,
Annapurna Swadisht,Ecommerce,2015.0,Asansol,Shreeram Bagla,India,
Anniyam,Fintech,2021.0,Coimbatore,"Sarahana T., Vediappan Manigandan",India,
Anny,Ecommerce,2023.0,Gurugram,"Japjot Singh, Aveen Kaur, Rahul Tanwar",India,
Answer Genomics,Health Tech,2018.0,Bengaluru,"Balamurali A R, Rahul Ranganathan",India,
AntFarm,Enterprise Tech,2012.0,Mumbai,Rishi Khiani,India,
AntWalk,Enterprise Tech,2019.0,Bengaluru,"Basav Nagur, Joybroto Ganguly, Sriramkumar Sundararaman, Sudhanshu Shekhar, Sumit Gupta",India,"Rs 622,500,000.0"
Antithesis,Ecommerce,2024.0,New Delhi,Aparna Saxena,India,
Anubal Fusion,Clean Tech,2024.0,Gurugram,Pravin Kini,India,
Anubhutee,Ecommerce,2019.0,Jaipur,"Arpit Somani, Mahak Khator",India,
Anumati,Fintech,2020.0,Bengaluru,"Debasish Chakraborty, Velamur Rangachari Govindarajan",India,
Anunta,Enterprise Tech,2012.0,Mumbai,"Ananda Mukerji, Sanjiv Dalal, Vrinda Walavalkar",India,"Rs 249,000,000.0"
Anvayaa Kin Care Pvt. Ltd,Health Tech,2016.0,Hyderabad,"Deepika Reddy, Prashanth Patkar, Prashanth Reddy",India,
Anveshan,Ecommerce,2019.0,Bengaluru,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",India,"Rs 380,970,000.0"
Anveya,Ecommerce,2018.0,Bengaluru,"Vivek Singh,Saurav Patnaik",India,"Rs 88,810,000.0"
Any Time Loan,Fintech,2014.0,Hyderabad,Keerthi Kumar Jain,India,"Rs 332,000,000.0"
Anything Delivered - AD Loggs,Logistics,2016.0,Coimbatore,Darshan Krishnasamy,India,
Apalya Technologies,Enterprise Tech,2005.0,Hyderabad,"Shiva Bayyapunedi, Vamshi Reddy",India,"Rs 664,000,000.0"
Apeiro Energy,Clean Tech,2021.0,Ahmedabad,"Kalpit Prajapati, Prakhar Y, Puru Kumar",India,
Apex Infosys India,Advanced Hardware & Technology,2019.0,Navi Mumbai,Advait Thakur,India,
Apna Godam,Agritech,2016.0,Jaipur,Sanjay Agarwal,India,
ApnaKlub,Ecommerce,2020.0,Bengaluru,"Manish Kumar, Shruti Shruti",India,"Rs 1,618,500,000.0"
ApnaMart,Consumer Services,2022.0,Bengaluru,"Abhishek Singh, Chetan Garg",India,
Apnademand,Ecommerce,2022.0,Patna,Vicky Bedardi Yadav,India,
ApniBus,Travel Tech,2021.0,Gurugram,"Ravi Yadav,Sumit Gupta",India,
App Plus,Fintech,2022.0,Bengaluru,"Raj Parakh,Veer Mishra",India,
AppAlert,Travel Tech,2015.0,New Delhi,Ashuvinder Ahuja,India,
AppBrowzer,Media & Entertainment,2015.0,Bengaluru,"Sunny Gurnani, Venkatesh Rao",India,
AppLop,Enterprise Tech,2015.0,Gurugram,Rahul Singhal,India,
AppX,Enterprise Tech,2020.0,New Delhi,"Anuj Gupta, Sameer S.",India,"Rs 107,900,000.0"
Appie Mobiquity,,2014.0,Mumbai,Kartik Sanghavi,India,"Rs 83,000,000.0"
AppilyEver,Consumer Services,2015.0,Hyderabad,"Rakesh Gupta, Sumit Handa",India,
Appit Simple Infotek,Enterprise Tech,2013.0,Ahmedabad,"Ankit Dudhwewala,Suhasini Dudhwewala",India,
Appiyo Technologies,Enterprise Tech,2011.0,Chennai,Ashok Anand,India,
Applicate,Enterprise Tech,2014.0,Gurugram,Deepak Rewadi,India,"Rs 128,650,000.0"
Appnit Technologies,Enterprise Tech,2014.0,Noida,Nitin Kapoor,India,
Appnomic Systems,Enterprise Tech,2006.0,Bengaluru,"Paddy Padmanabhan, Rangarajan Padmanabhan",India,"Rs 2,797,100,000.0"
Appraise Media,Enterprise Services,2023.0,Gurugram,"Gautam Gupta, Mayank Kishore",India,
AppsForBharat,Consumer Services,2020.0,Bengaluru,Prashant Sachan,India,"Rs 3,115,820,000.0"
Appsay,Enterprise Tech,2010.0,New Delhi,Vaibhav Shewale,India,
Appsdaily,Fintech,2008.0,Mumbai,"Ajay Menon, Arun Menon",India,"Rs 2,469,250,000.0"
Aptapp,Enterprise Services,2014.0,Gurugram,"Alok Singh, Niladri Ghosh, Tushar Goel, Upkar Shishodia",India,
Apxor,Enterprise Tech,2015.0,Hyderabad,"Amba Babjee Dhanisetty, Krishna Kiran Kasturi",India,
Aqgromalin,Agritech,2020.0,Chennai,"Bharani C L, Prasanna Manogaran",India,"Rs 519,580,000.0"
AquaConnect,Enterprise Tech,2017.0,Chennai,Rajamanohar Somasundaram,India,"Rs 2,624,460,000.0"
Aquatein,Ecommerce,2019.0,Mumbai,"Ananth B Prabhala, Mitisha A Mehta",India,
Arata,Ecommerce,2017.0,New Delhi,"Dhruv Madhok,Dhruv Bhasin",India,"Rs 455,670,000.0"
Arcana Network,Enterprise Tech,2019.0,Bengaluru,"Abhishek Chaudhary, Aravindh Kumar, Mayur Relekar",India,"Rs 221,610,000.0"
Arcatron Mobility,Health Tech,2015.0,Pune,"Dewaj Baruah, Ganesh Sonawane, Kunal Kamble, Laxmikant Banjarey",India,
Aretto,Ecommerce,2019.0,Pune,"Krutika Lal, Satyajit Mittal",India,
Arficus,Enterprise Tech,2019.0,Bengaluru,Sandeep Sinha,India,
Ariisto,Real Estate Tech,2006.0,Andheri,Madhur Gupta,India,"Rs 10,707,000,000.0"
Ariro Toys,Ecommerce,2018.0,Chennai,"Nisha Ramasamy, Vasanth Tamilselvan",India,
Aris Infra,Real Estate Tech,2021.0,Mumbai,"Bhavik Khara,Ronak Morbia",India,
ArisInfra Solutions Ltd,Enterprise Tech,2020.0,Mumbai,"Bhavik Khara, Ronak Morbia",India,"Rs 762,770,000.0"
ArisUnitern,Real Estate Tech,2020.0,Bengaluru,Navin Dhanuka,India,"Rs 2,530,670,000.0"
Arjun Kilachand,Ecommerce,2016.0,Mumbai,Arjun Kilachand,India,
Ark robot,Advanced Hardware & Technology,2008.0,Bengaluru,Rajesh Manpat,India,
Arkman Dynamics,Advanced Hardware & Technology,2022.0,Tiruchirappalli,,India,
Armsprime Media,Media & Entertainment,2019.0,Mumbai,Saurabh S Kushwah,India,
AroLeap,Health Tech,2020.0,Bengaluru,"Amal Mechirackal, Aman Rai, Anurag Dani, Rohit Patel",India,
Arohan Financial,Fintech,2006.0,Kolkata,"Shubhankar Sengupta, Vineet Rai",India,"Rs 5,316,150,000.0"
Aromica tea,Ecommerce,2018.0,Guwahati,Ranjit Baruah,India,
ArrayStorm,Ecommerce,2013.0,Bengaluru,Pradyoth Raj Varma,India,
Arre,Media & Entertainment,2015.0,Mumbai,"Ajay Chacko, B. Saikumar, Sanjay RayChaudhuri",India,
Arrivae,Real Estate Tech,2017.0,Mumbai,Yash Kela,India,"Rs 2,173,770,000.0"
Artfine Advisory,Fintech,2021.0,Mumbai,"Arvind Tca, Saini Rajgopal, Shantanu Bairagi",India,
ArthAlpha,Fintech,2024.0,Bengaluru,"Rohit Beri, Rohit Jha",India,"Rs 166,000,000.0"
Arthan Finance,Fintech,2018.0,Mumbai,"Kunal Mehta, Pravash Dash",India,"Rs 704,670,000.0"
Arthya Wealth and Investments,Fintech,2020.0,Mumbai,Gaurav Arora,India,"Rs 83,000,000.0"
Artiligent,Advanced Hardware & Technology,2018.0,Mumbai,"Ujjwala Kashkari, Harish Madye",India,
Artinci,Ecommerce,2017.0,Bengaluru,"Aarti Laxman Rastogi, Sumit Rastogi",India,
Artium Academy,Edtech,2020.0,Mumbai,"Ashish Joshi, Nithya Sudhir",India,"Rs 311,250,000.0"
Artivatic,Fintech,2018.0,Gurugram,"Layak Singh, Puneet Tandon",India,
Artoo,Fintech,2010.0,Bengaluru,"Indus Chadha, Kavita Nehemiah, Sameer Segal",India,
Arva Health,Health Tech,2022.0,Bengaluru,"Dipalie Bajaj, Nidhi Panchmal",India,"Rs 83,000,000.0"
Arvind Internet,Enterprise Tech,1931.0,Ahmedabad,"Arvind Narottambhai Lalbhai, Kasturbhai Lalbhai",India,"Rs 12,001,800,000.0"
Arya,Agritech,2013.0,Mumbai,"Deekshith Marla, Vinay Kumar Sankarapu",India,"Rs 1,805,250,000.0"
Arya.Ag,Agritech,1982.0,Noida,"Prasanna Rao,Anand Chandra,Chattanathan Devarajan",India,"Rs 9,871,190,000.0"
Aryaka,Enterprise Tech,2009.0,Bengaluru,"Ajit Gupta, Ashwath Nagaraj, Rajeev Bharadhwaj",India,"Rs 14,525,000,000.0"
Aryastha Life Sciences,Health Tech,2023.0,Hyderabad,"Raghava Reddy Kethri, Pradip K Majumder",India,
Arzooo,Ecommerce,2018.0,Bengaluru,"Khushnud Khan, Rishi Raj Rathore",India,"Rs 7,013,500,000.0"
Ascend Capital,Fintech,2019.0,Jaipur,"Gaurav Maheshwari, Lokesh Chandra",India,"Rs 499,660,000.0"
Ashnni Motors,Clean Tech,2017.0,Pune,"Subodh Karunasagar, Vishal Mali",India,
Ashv Finance,,2010.0,Mumbai,,India,"Rs 2,792,120,000.0"
Asirvad Microfinance,Fintech,2007.0,Chennai,S V Raja Vaidyanathan,India,"Rs 4,420,580,000.0"
AskLaser,Ecommerce,2021.0,Pune,"Aditya Ramteke, Jayshree Harak, Parag Marathe",India,
AskMyGift,Ecommerce,2015.0,New Delhi,"Shagun Nayyar, Sumeet Agrawal",India,
AskMyGuru,Consumer Services,2024.0,Bengaluru,"Krishna Mohan Vedula,Vivek Sadamate",India,"Rs 99,600,000.0"
AskSid,Enterprise Tech,2017.0,Bengaluru,"Dinesh Sharma, Sanjoy Roy",India,
Assert AI,AI,2018.0,Mumbai,"Job Philip,Nitin Jain,Sandeep Tiwari",India,"Rs 498,000,000.0"
Assesshub,Enterprise Tech,2013.0,Mumbai,"Amit Desai, Twinkle Shah",India,
AssetPlus,Fintech,2016.0,Chennai,"Awanish Raj,Vishranth Suresh",India,"Rs 300,460,000.0"
Assure Clinic,Health Tech,2016.0,Mumbai,"Abhishek Pilani, Priyanka Desai",India,
Asterro Technologies,Enterprise Tech,2012.0,Gurugram,Ruchir Pahuja,India,
Astra Security,Enterprise Tech,2018.0,New Delhi,"Ananda Krishna, Shikhil Sharma",India,
AstroSure.ai,Consumer Services,2024.0,Chennai,"Vanya Mishra, Hatim Kantawalla",India,"Rs 498,000,000.0"
AstroTalk,Media & Entertainment,2017.0,New Delhi,Puneet Gupta,India,"Rs 2,822,000,000.0"
Astrogate Labs,Advanced Hardware & Technology,2017.0,Bengaluru,"Aditya Kedlaya, Nitish Singh",India,
Astrome Technologies,Deeptech,2015.0,Bengaluru,"Neha Satak, Prasad Horabailu Laxminarayana Bhat",India,"Rs 282,200,000.0"
Astuto Technologies,Enterprise Tech,2023.0,Bengaluru,"Sudhakar Gorti, Venkat Hari",India,
Asymmetrical.ai,Edtech,2022.0,Pune,,India,
At Social,Media & Entertainment,2017.0,Mumbai,"Aaliya Kanuga, Armand Poonawala, Nikhaar Agrawal",India,
Aten Porus Lifesciences,Health Tech,2013.0,Bengaluru,"Arun B Papaiah, Aditya Kulkarni, Srinivasan Namala",India,
Ather Energy,Clean Tech,2013.0,Bengaluru,"Swapnil Jain, Tarun Mehta",India,"Rs 52,365,530,000.0"
Athletto,Media & Entertainment,2015.0,Bengaluru,"Narayan Vyas, Praveen Gadpayle, Ujwal Sutaria",India,
Athulya Senior Care,Health Tech,2017.0,Chennai,"Srinivasan Govindaraj, Krishna Kavya",India,"Rs 771,900,000.0"
Ati Motors,Advanced Hardware & Technology,2018.0,Bengaluru,"Saad Naseer, Saurabh Chandra, Vinay V.",India,"Rs 1,761,260,000.0"
Atlancer,Consumer Services,2017.0,Mumbai,"Armand Poonawala, Aaliya Kanuga",India,
Atlanta Healthcare,Health Tech,2010.0,New Delhi,Pk Jain,India,
Atmana,Health Tech,2020.0,Bengaluru,Tejas Bala,India,
Atmosphere - The Store Makers,Consumer Services,2019.0,Mumbai,Nilesh Rathod,India,
AtomX,Fintech,2012.0,Pune,Abhilash Gowdara,India,
Atomberg Technology,Ecommerce,2012.0,Navi Mumbai,"Manoj Meena, Sibabrata Das",India,"Rs 10,498,670,000.0"
Atsuya,Advanced Hardware & Technology,2017.0,Chennai,"Rahul Ganapathy, Sri Ramakrishnan, Sridar Swamy",India,
AttainU,Edtech,2019.0,Bengaluru,"Divyam Goel, Vaibhav Bajpai",India,
Attero,Clean Tech,2008.0,Noida,Nitin Gupta,India,"Rs 3,104,200,000.0"
Attron Automotive,Clean Tech,2021.0,Pune,"Mosam Ugemuge,Chander Udhay Singh,Shubham Pode,Mohit Borkar",India,
Atypical Advantage,Consumer Services,2020.0,Jamshedpur,Vineet Saraiwala,India,
AudioCompass,Travel Tech,2009.0,Mumbai,Gautam Shewakramani,India,
AuditCue,Enterprise Tech,2022.0,Chennai,"Gaurav Kulkarni,Naren J",India,"Rs 124,500,000.0"
Aukera,Ecommerce,2023.0,Bengaluru,Lisa Mukhedkar,India,"Rs 263,940,000.0"
Aulerth,Ecommerce,2021.0,Gurugram,Vivek Ramabhadran,India,"Rs 91,300,000.0"
Auli Lifestyle,Ecommerce,2017.0,Kolkata,Aishwarya Biswas,India,
Auntie Fung’s,Foodtech,2015.0,Bengaluru,"Satrajit Das, Subhradeep Bhowmik",India,
Aura Semiconductor,Advanced Hardware & Technology,2010.0,Bengaluru,"Srinath Sridharan,Kishore Ganti",India,
AuraML,AI,2022.0,Bengaluru,"Ayush Sharma,Arjun Gupta",India,
Aurassure,Advanced Hardware & Technology,2022.0,Bhubaneswar,"Akanksha Priyadarshini,Amiya kumar Samantaray,Ashutosha Sarangi,Asish Sahoo",India,
Auric,Ecommerce,2017.0,New Delhi,Deepak Agarwal,India,"Rs 166,000,000.0"
Aurita Bikes,Clean Tech,2018.0,Ahmedabad,"Raghuveer Chadalavada, Abhijit Mane, Gaurav Mehrotra, Pandey Raghunath",India,
Aurm,Advanced Hardware & Technology,2023.0,Bengaluru,"A Vijay Arisetty, Ganesh Balakrishnan",India,
Australian premium solar,Clean Tech,2012.0,Ahmedabad,Nikunj Patel,India,
AuthBridge,Enterprise Tech,2005.0,Gurugram,Ajay Trehan,India,"Rs 581,000,000.0"
AutoGrid,Enterprise Tech,2011.0,Bengaluru,Amit Narayan,India,"Rs 13,363,000,000.0"
AutoMony,Fintech,2017.0,Mumbai,"Rishab Bafna, Shirish Godbole",India,"Rs 249,000,000.0"
AutoNxt Automation,Clean Tech,2016.0,Thane,Kaustubh Dhonde Pankaj Gupta,India,"Rs 316,230,000.0"
AutoProctor,Enterprise Tech,2020.0,Bengaluru,Jayanth Neelakanta,India,
AutoSense,Enterprise Tech,2016.0,Bengaluru,S Swaminathan,India,
AutoVRse,Edtech,2016.0,Bengaluru,"Adarsh Muthappa, Akash Jatangi, Ashwin Jaishanker",India,"Rs 166,000,000.0"
AutoWiz,Enterprise Tech,2015.0,Bengaluru,Kamal Aggarwal,India,
Autobrix,Consumer Services,2018.0,Bengaluru,"Kalyandhar Vinukonda, Prathibha Shalini Yellayi",India,"Rs 178,450,000.0"
Autocracy Machinery,Agritech,2020.0,Hyderabad,"Vallakati Laxman,Santhoshi Buddhiraju",India,"Rs 149,400,000.0"
Autofurnish,Ecommerce,2012.0,New Delhi,"Puneet Arora,Ruppal Wadhwa",India,
AutomatAPI,Enterprise Tech,2017.0,Mumbai,"Manjeet Khopkar, Rahul Hattangdi",India,
Automoto,Ecommerce,2018.0,Bengaluru,Sreeraj Pv,India,
Automovill,Consumer Services,2015.0,Bengaluru,"Chinmay Baruah, Mridu Mahendra Das, Ramana Sambu",India,
Autosys,Enterprise Tech,2016.0,Mumbai,Aaditya Damani,India,
Autozilla Solutions,Ecommerce,2015.0,Hyderabad,Vijay Gummadi,India,
Auxilo,Fintech,2017.0,Mumbai,Malala Yousafzai,India,"Rs 6,730,470,000.0"
Avail Finance,Fintech,2017.0,Bengaluru,"Ankush Aggarwal, Tushar Mehndiratta",India,"Rs 3,398,850,000.0"
AvalonMeta,Media & Entertainment,2019.0,Bengaluru,"Abhinav Arora, Shashank Udupa, Varun Mayya",India,
Avanse Financial Services,Fintech,2013.0,Mumbai,Amit Gainda,India,"Rs 27,563,470,000.0"
Avanti,Edtech,2012.0,Mumbai,"Akshay Saxena, Krishna Ramkumar",India,"Rs 539,500,000.0"
Avanti Finance,Fintech,2017.0,Bengaluru,"Nandan Nilekani, Ratan Tata",India,"Rs 6,742,090,000.0"
Avataar,AI,2014.0,Bengaluru,"Gaurav Baid, Mayank Tiwari, Prashanth Aluru, Sravanth Aluru",India,"Rs 4,316,000,000.0"
Avataar Skincare,Health Tech,2022.0,New Delhi,Saumya Misra,India,
Avekshaa,Enterprise Tech,2011.0,Bengaluru,"Arun Ramu, Ashutosh Shinde, Rajinder Gandotra, Ramnik Singh",India,
Avendus Wealth Management,,1999.0,Mumbai,,India,"Rs 12,571,180,000.0"
Aventose Energy,Clean Tech,2019.0,Chennai,"Gayatri Soni, Vilas Tank",India,
Avenue Growth,Consumer Services,2019.0,Gurugram,"Dilkash Malhotra, Rachit Mathur",India,
Avenue11,Enterprise Tech,2016.0,Bengaluru,Nakkyun Chong,India,"Rs 300,460,000.0"
Avi Networks,Enterprise Tech,2012.0,Bengaluru,"Murali Basavaiah,Ranga Rajagopalan",India,"Rs 7,719,000,000.0"
Aviom India Housing Finance,Fintech,2016.0,New Delhi,"Kajal Ilmi,Samir Malik",India,"Rs 5,707,910,000.0"
Avishkaar,Edtech,2010.0,New Delhi,"Rajeev Gaba, Tarun Bhalla",India,"Rs 121,180,000.0"
Avni,Ecommerce,2021.0,Mumbai,"Apurv Agrawal, Sujata Pawar",India,
Awaaz De,Fintech,2012.0,Ahmedabad,"Neil Patel, Sonali Mehta Rao, Tapan Parikh",India,
Awaz,Media & Entertainment,2022.0,Bengaluru,"Aniket Anand, Moulesh Kumar, Rachna Gothi",India,
